id,name,description,groupID,difficulty,groupName,monsterNum,staminaCost,dailyLimit,coinAward,expAward,stance1,levelMonster,expAwardBoss,coinAwardBoss,battleBefore,battleing,battleAfter,mapId,judge,icon,openTower,monsterId,xianming,linkId,monsterIcon,chapterLevel,commonAward,clearanceAwardString,rareAwardString,spAwardString,
50162,33-2|放他一马,土地公虽然胆小怕事，但并未作恶，你也不打算再为难他。,33,1,30章|成都,20,1,71,45,1965,11528,friend024,113194,2481,240，243，244,,245，246,30,1,,,0,7,50162,xiuxian_enemy010_b,0,,7:49731:6|7:49783:6|7:49064:1,7:49731:1|7:49783:1|7:49630:1,7:49721:1,
50163,33-3|事不宜迟,既然已经知道敌人的据点所在，那现在事不宜迟！,33,1,30章|成都,20,1,71,45,1977,11529,friend025,113864,2506,,,,30,1,,,0,7,50163,xiuxian_enemy011_b,0,,7:49732:6|7:49783:6|7:49064:1,7:49732:1|7:49783:1|7:49631:1,7:49721:1,
50164,33-4|魔兽出没,路途之中，有许多魔兽出没，似乎是魔族养来放风的。,33,1,30章|成都,20,1,71,45,1988,11530,friend026,114533,2531,,,,30,1,,,0,8,50164,xiuxian_enemy012_b,0,,7:49733:6|7:49783:6|7:49064:1,7:49733:1|7:49783:1|7:49632:1,7:49733:1,
50165,33-5|深山密洞,深山中的一个隐秘之处，坐落着一座阴森的宫殿。,33,1,30章|成都,20,1,71,45,2000,11531,friend027,115203,2556,,,,30,1,,,0,8,50165,xiuxian_enemy020_b,0,,14:14010903:1|7:49034:330|7:49064:3,7:49034:1|7:49783:1|7:49629:1,7:49034:1,
50166,34-1|迎客而来,宫殿大大门敞开着，似乎有人在等待你的到来。,34,1,30章|成都,20,1,71,45,2012,11532,friend201,115873,2582,,,,30,1,,,0,8,50166,xiuxian_enemy013_b,0,,7:49730:6|7:49783:6|7:49064:1,7:49730:1|7:49783:1|7:49630:1,7:49730:1,
50167,34-2|怪异教徒,你一进殿门，一群着装怪异的人将你围了起来。,34,1,30章|成都,20,1,71,45,2023,11534,friend080,116543,2608,247，248，249，250，251，252,,253，254，255,30,1,,,0,8,50167,xiuxian_enemy014_b,0,,7:49731:6|7:49783:6|7:49064:1,7:49731:1|7:49783:1|7:49631:1,7:49731:1,
50168,34-3|末世圣传,他们纷纷向你跪拜，声称你是他们末世圣传的护法转世。,34,1,30章|成都,20,1,71,48,2035,11535,friend080,117213,2634,,,,30,1,,,0,8,50168,xiuxian_enemy015_b,0,,7:49732:6|7:49783:6|7:49064:1,7:49732:1|7:49783:1|7:49632:1,7:49732:1,
50169,34-4|人多势众,对方人多势众，你不好估计他们的实力，便假装应允。,34,1,31章|中原,20,1,71,48,2047,11542,friend108,117883,2660,257，258，261，263，264,,,31,1,,,0,8,50169,xiuxian_enemy016_b,0,,7:49733:6|7:49783:6|7:49064:1,7:49733:1|7:49783:1|7:49629:1,7:49733:1,
50170,34-5|烈天真宗,一个自称掌教之人来到你的面前，册封你为烈天真宗。,34,1,31章|中原,20,1,71,48,2058,11543,friend109,118552,2687,,,,31,1,,,0,8,50170,xiuxian_enemy021_b,0,,14:14020903:1|7:49034:340|7:49064:3,7:49034:1|7:49783:1|7:49630:1,7:49034:1,
50171,35-1|复兴圣教,掌教告诉你他和教徒们已经等待你一个甲子，你的回归将复兴圣教。,35,1,31章|中原,20,1,81,48,2070,11544,friend033,119222,2714,,,,31,1,,,0,8,50171,xiuxian_enemy005_b,0,,7:49734:3|7:49784:3|7:49064:1,7:49734:1|7:49784:1|7:49631:1,7:49734:1,
50172,35-2|接风洗尘,掌教安排你住在圣殿之中，为你接风洗尘。,35,1,31章|中原,20,1,81,48,2081,11545,friend107,119892,2741,,,,31,1,,,0,8,50172,xiuxian_enemy006_b,0,,7:49735:3|7:49784:3|7:49064:1,7:49735:1|7:49784:1|7:49632:1,7:49735:1,
50173,35-3|惴惴不安,但你总觉得有些惴惴不安。,35,1,31章|中原,20,1,81,48,2093,11546,friend164,120562,2768,,,,31,1,,,0,8,50173,xiuxian_enemy007_b,0,,7:49736:3|7:49784:3|7:49064:1,7:49736:1|7:49784:1|7:49629:1,7:49736:1,
50174,35-4|半夜探查,半夜，你施展隐身术，偷偷查探殿内。,35,1,31章|中原,20,1,81,48,2105,11547,friend164,121232,2796,,,,31,1,,,0,8,50174,xiuxian_enemy004_b,0,,7:49737:3|7:49784:3|7:49064:1,7:49737:1|7:49784:1|7:49630:1,7:49737:1,
50175,35-5|秘密暗门,在一隐蔽处，你发现一道暗门。,35,1,31章|中原,20,1,81,48,2116,11551,friend164,121902,2824,,,265，266，269，270，271,31,1,,,0,8,50175,xiuxian_enemy018_b,0,,14:14030903:1|7:49034:350|7:49064:3,7:49034:1|7:49784:1|7:49631:1,7:49034:1,
50176,36-1|事有蹊跷,看来内中确有蹊跷。,36,1,32章|江东,20,1,81,48,2128,11554,friend165,122572,2852,,,,32,1,,,0,8,50176,xiuxian_enemy005_b,0,,7:49734:3|7:49784:3|7:49064:1,7:49734:1|7:49784:1|7:49632:1,7:49721:1,
50177,36-2|潜入其中,确定四周无人后你施展穿墙术进了密道。,36,1,32章|江东,20,1,81,48,2140,11555,friend148,123241,2881,,,,32,1,,,0,8,50177,xiuxian_enemy006_b,0,,7:49735:3|7:49784:3|7:49064:1,7:49735:1|7:49784:1|7:49629:1,7:49721:1,
50178,36-3|封印阵法,密道尽头有一石室，被某种阵法封印住了。,36,1,32章|江东,20,1,81,48,2151,11556,friend168,123911,2910,,,,32,1,,,0,8,50178,xiuxian_enemy007_b,0,,7:49736:3|7:49784:3|7:49064:1,7:49736:1|7:49784:1|7:49630:1,7:49721:1,
50179,36-4|解开封印,解开封印结界对你而言并不困难。,36,1,32章|江东,20,1,81,48,2163,11557,friend170,124581,2939,,,,32,1,,,0,8,50179,xiuxian_enemy004_b,0,,7:49737:3|7:49784:3|7:49064:1,7:49737:1|7:49784:1|7:49631:1,7:49737:1,
50180,36-5|前任掌教,你费了些功夫解开了阵法，一个霸气外露之人从阵法中走了出来。,36,1,32章|江东,20,1,81,51,2174,11558,friend171,125251,2968,,,,32,1,,,0,8,50180,xiuxian_enemy019_b,0,,14:14040903:1|7:49034:360|7:49064:3,7:49034:1|7:49784:1|7:49632:1,7:49034:1,
50181,37-1|是福是祸,掌教不知何时站在了你的身后，他恭喜你助天君脱身。,37,1,32章|江东,20,1,81,51,2186,11560,friend172,125921,2998,,,,32,1,,,0,8,50181,xiuxian_enemy001_b,0,,7:49734:3|7:49784:3|7:49064:1,7:49734:1|7:49784:1|7:49629:1,7:49734:1,
50182,37-2|告一段落,掌教告诉你在教中天命已了，可以自行游历了。,37,1,33章|河南,20,1,81,51,2198,11563,friend190,126591,3028,,,,33,1,,,0,8,50182,xiuxian_enemy002_b,0,,7:49735:3|7:49784:3|7:49064:1,7:49735:1|7:49784:1|7:49630:1,7:49735:1,
50183,37-3|杀业不可造,这教中虽有古怪，但你并未见到教徒作恶，倒也省的清闲。,37,1,33章|河南,20,1,81,51,2209,11564,friend153,127260,3058,,,,33,1,,,0,8,50183,xiuxian_enemy008_b,0,,7:49736:3|7:49784:3|7:49064:1,7:49736:1|7:49784:1|7:49631:1,7:49736:1,
50184,37-4|回头是岸,教徒愚昧，神怜世人，希望他们早日回头吧。,37,1,33章|河南,20,1,81,51,2221,11565,friend154,127930,3089,,,,33,1,,,0,8,50184,xiuxian_enemy009_b,0,,7:49737:3|7:49784:3|7:49064:1,7:49737:1|7:49784:1|7:49632:1,7:49737:1,
50185,37-5|切磋技艺,临走之际，末世天君热情地想要和你切磋一下术法。,37,1,33章|河南,20,1,81,51,2233,11566,friend152,128600,3120,,,,33,1,,,0,8,50185,xiuxian_enemy017_b,0,,14:14011003:1|7:49034:370|7:49064:3,7:49034:1|7:49784:1|7:49629:1,7:49034:1,
50186,38-1|劝人向善,,38,1,33章|河南,20,1,81,51,2244,11567,friend189,129270,3151,,,,33,1,,,0,8,50186,xiuxian_enemy003_b,0,,7:49734:3|7:49784:3|7:49064:1,7:49734:1|7:49784:1|7:49630:1,7:49734:1,
50187,38-2|折回山谷,,38,1,33章|河南,20,1,81,51,2256,11568,friend152,129940,3183,,,273,33,1,,,0,8,50187,xiuxian_enemy010_b,0,,7:49735:3|7:49784:3|7:49064:1,7:49735:1|7:49784:1|7:49631:1,7:49735:1,
50188,38-3|另有其人,,38,1,34章|川蜀,20,1,81,51,2268,11571,friend188,130610,3215,,,,34,1,,,0,9,50188,xiuxian_enemy011_b,0,,7:49736:3|7:49784:3|7:49064:1,7:49736:1|7:49784:1|7:49632:1,7:49736:1,
50189,38-4|幻象解除,,38,1,34章|川蜀,20,1,81,51,2279,11572,friend038,131279,3247,,,,34,1,,,0,9,50189,xiuxian_enemy012_b,0,,7:49737:3|7:49784:3|7:49064:1,7:49737:1|7:49784:1|7:49629:1,7:49737:1,
50190,38-5|魔教分坛,,38,1,34章|川蜀,20,1,81,51,2291,11573,friend045,131949,3279,,,,34,1,,,0,9,50190,xiuxian_enemy020_b,0,,14:14021003:1|7:49034:380|7:49064:3,7:49034:1|7:49784:1|7:49630:1,7:49034:1,
50191,39-1|魔教弟子,,39,1,34章|川蜀,20,1,91,51,2302,11574,friend131,132619,3312,,,,34,1,,,0,9,50191,xiuxian_enemy013_b,0,,7:49734:6|7:49784:6|7:49064:1,7:49734:1|7:49784:1|7:49631:1,7:49721:1,
50192,39-2|妖术幻境,,39,1,34章|川蜀,20,1,91,54,2314,11575,friend132,133289,3345,,,,34,1,,,0,9,50192,xiuxian_enemy014_b,0,,7:49735:6|7:49784:6|7:49064:1,7:49735:1|7:49784:1|7:49632:1,7:49721:1,
50193,39-3|机关重重,,39,1,34章|川蜀,20,1,91,54,2326,11576,friend132,133959,3378,,,274,34,1,,,0,9,50193,xiuxian_enemy015_b,0,,7:49736:6|7:49784:6|7:49064:1,7:49736:1|7:49784:1|7:49629:1,7:49721:1,
50194,39-4|隐秘祭司,,39,1,35章|长安,20,1,91,54,2337,11579,friend172,134629,3412,,,,35,1,,,0,9,50194,xiuxian_enemy016_b,0,,7:49737:6|7:49784:6|7:49064:1,7:49737:1|7:49784:1|7:49630:1,7:49737:1,
50195,39-5|地下祭坛,,39,1,35章|长安,20,1,91,54,2349,11580,friend171,135299,3446,,,,35,1,,,0,9,50195,xiuxian_enemy021_b,0,,14:14031003:1|7:49034:390|7:49064:3,7:49034:1|7:49784:1|7:49631:1,7:49034:1,
50196,40-1|精英弟子,,40,1,35章|长安,20,1,91,54,2361,11581,friend110,135968,3480,,,,35,1,,,0,9,50196,xiuxian_enemy005_b,0,,7:49734:6|7:49784:6|7:49064:1,7:49734:1|7:49784:1|7:49632:1,7:49734:1,
50197,40-2|血光镜阵,,40,1,35章|长安,20,1,91,54,2372,11582,friend166,136638,3515,,,,35,1,,,0,9,50197,xiuxian_enemy006_b,0,,7:49735:6|7:49784:6|7:49064:1,7:49735:1|7:49784:1|7:49629:1,7:49735:1,
50198,40-3|头晕目眩,,40,1,35章|长安,20,1,91,54,2384,11583,friend076,137308,3550,,,,35,1,,,0,9,50198,xiuxian_enemy007_b,0,,7:49736:6|7:49784:6|7:49064:1,7:49736:1|7:49784:1|7:49630:1,7:49736:1,
50199,40-4|奋力一击,,40,1,35章|长安,20,1,91,54,2395,11584,friend039,137978,3586,,,,35,1,,,0,9,50199,xiuxian_enemy004_b,0,,7:49737:6|7:49784:6|7:49064:1,7:49737:1|7:49784:1|7:49631:1,7:49737:1,
50200,40-5|玄虚幻兽,,40,1,35章|长安,20,1,91,54,2407,11585,friend040,138648,3622,,,277，279，280,35,1,,,0,9,50200,xiuxian_enemy018_b,0,,14:14041003:1|7:49034:400|7:49064:3,7:49034:1|7:49784:1|7:49632:1,7:49034:1,
50201,41-1|祭祀仪式,,41,1,36章|青州,20,1,91,54,2419,11588,friend042,139318,3658,281，285,,,36,1,,,0,9,50201,xiuxian_enemy005_b,0,,7:49734:6|7:49784:6|7:49064:1,7:49734:1|7:49784:1|7:49629:1,7:49734:1,
50202,41-2|釜底抽薪,,41,1,36章|青州,20,1,91,54,2430,11589,friend135,139987,3695,,,,36,1,,,0,9,50202,xiuxian_enemy006_b,0,,7:49735:6|7:49784:6|7:49064:1,7:49735:1|7:49784:1|7:49630:1,7:49735:1,
50203,41-3|魔教香主,,41,1,36章|青州,20,1,91,54,2442,11590,friend100,140657,3732,286，287，288，289,,,36,1,,,0,9,50203,xiuxian_enemy007_b,0,,7:49736:6|7:49784:6|7:49064:1,7:49736:1|7:49784:1|7:49631:1,7:49736:1,
50204,41-4|困仙阵,,41,1,36章|青州,20,1,91,57,2454,11591,friend099,141327,3769,,,,36,1,,,0,9,50204,xiuxian_enemy004_b,0,,7:49737:6|7:49784:6|7:49064:1,7:49737:1|7:49784:1|7:49632:1,7:49737:1,
50205,41-5|宝珠之力,,41,1,36章|青州,20,1,91,57,2465,11592,friend144,141997,3807,,,,36,1,,,0,9,50205,xiuxian_enemy019_b,0,,14:14011104:1|7:49034:410|7:49064:3,7:49034:1|7:49784:1|7:49629:1,7:49034:1,
50206,42-1|五行旗,,42,1,36章|青州,20,1,101,57,2477,11593,friend121,142667,3845,,,,36,1,,,0,9,50206,xiuxian_enemy001_b,0,,7:49734:6|7:49784:6|7:49064:1,7:49734:1|7:49784:1|7:49630:1,7:49734:1,
50207,42-2|化血魔刀,,42,1,36章|青州,20,1,101,57,2488,11594,friend121,143337,3883,,,,36,1,,,0,9,50207,xiuxian_enemy002_b,0,,7:49735:6|7:49784:6|7:49064:1,7:49735:1|7:49784:1|7:49631:1,7:49735:1,
50208,42-3|皇天护佑,,42,1,37章|山西,20,1,101,57,2500,11597,friend178,144006,3922,,,,37,1,,,0,9,50208,xiuxian_enemy008_b,0,,7:49736:6|7:49784:6|7:49064:1,7:49736:1|7:49784:1|7:49632:1,7:49736:1,
50209,42-4|愤怒至极,,42,1,37章|山西,20,1,101,57,2512,11598,friend095,144676,3961,,,,37,1,,,0,9,50209,xiuxian_enemy009_b,0,,7:49737:6|7:49784:6|7:49064:1,7:49737:1|7:49784:1|7:49629:1,7:49737:1,
50210,42-5|救下众人,,42,1,37章|山西,20,1,101,57,2523,11599,friend097,145346,4001,,,,37,1,,,0,9,50210,xiuxian_enemy017_b,0,,14:14021104:1|7:49034:420|7:49064:3,7:49034:1|7:49784:1|7:49630:1,7:49034:1,
50211,43-1|护法魔将,,43,1,37章|山西,20,1,101,57,2535,11600,friend098,146016,4041,,,,37,1,,,0,9,50211,xiuxian_enemy003_b,0,,7:49734:6|7:49784:6|7:49064:1,7:49734:1|7:49784:1|7:49631:1,7:49734:1,
50212,43-2|南海丁隐,,43,1,37章|山西,20,1,101,57,2550,11601,friend186,146880,4081,,,,37,1,,,0,10,50212,xiuxian_enemy010_b,0,,7:49735:6|7:49784:6|7:49064:1,7:49735:1|7:49784:1|7:49632:1,7:49735:1,
50213,43-3|复活仪式,,43,1,37章|山西,20,1,101,57,3315,11602,friend186,190944,4122,,,,37,1,,,0,10,50213,xiuxian_enemy011_b,0,,7:49736:6|7:49784:6|7:49064:1,7:49736:1|7:49784:1|7:49629:1,7:49736:1,
50214,43-4|强行中断,,43,1,37章|山西,20,1,101,57,3328,11603,friend186,191720,4163,,,,37,1,,,0,10,50214,xiuxian_enemy012_b,0,,7:49737:6|7:49784:6|7:49064:1,7:49737:1|7:49784:1|7:49630:1,7:49737:1,
50215,43-5|仪式失败,,43,1,38章|安徽,20,1,101,57,3342,11606,friend133,192495,4205,,,,38,1,,,0,10,50215,xiuxian_enemy020_b,0,,14:14031104:1|7:49034:430|7:49064:3,7:49034:1|7:49784:1|7:49631:1,7:49034:1,
50216,44-1|狗急跳墙,,44,1,38章|安徽,20,1,111,60,3355,11607,friend134,193271,4247,,,,38,1,,,0,10,50216,xiuxian_enemy013_b,0,,7:49734:7|7:49784:7|7:49064:1,7:49734:1|7:49784:1|7:49632:1,7:49721:1,
50217,44-2|除恶务尽,,44,1,38章|安徽,20,1,111,60,3369,11608,friend136,194047,4289,,,,38,1,,,0,10,50217,xiuxian_enemy014_b,0,,7:49735:7|7:49784:7|7:49064:1,7:49735:1|7:49784:1|7:49629:1,7:49721:1,
50218,44-3|祭坛血光,,44,1,38章|安徽,20,1,111,60,3382,11609,friend137,194822,4332,,,,38,1,,,0,10,50218,xiuxian_enemy015_b,0,,7:49736:7|7:49784:7|7:49064:1,7:49736:1|7:49784:1|7:49630:1,7:49721:1,
50219,44-4|道消魔长,,44,1,38章|安徽,20,1,111,60,3396,11610,friend138,195598,4375,,,,38,1,,,0,10,50219,xiuxian_enemy016_b,0,,7:49737:7|7:49784:7|7:49064:1,7:49737:1|7:49784:1|7:49631:1,7:49737:1,
50220,44-5|附体丁隐,,44,1,38章|安徽,20,1,111,60,3409,11611,friend137,196373,4419,,,,38,1,,,0,10,50220,xiuxian_enemy021_b,0,,14:14041104:1|7:49034:440|7:49064:3,7:49034:1|7:49784:1|7:49632:1,7:49034:1,
50221,45-1|压制血神,,45,1,38章|安徽,20,1,111,60,3423,11612,friend138,197149,4463,,,,38,1,,,0,10,50221,xiuxian_enemy005_b,0,,7:49734:7|7:49784:7|7:49064:1,7:49734:1|7:49784:1|7:49629:1,7:49734:1,
50222,45-2|求医问道,,45,1,39章|徐州,20,1,111,60,3436,11615,friend140,197925,4508,,,,39,1,,,0,10,50222,xiuxian_enemy006_b,0,,7:49735:7|7:49784:7|7:49064:1,7:49735:1|7:49784:1|7:49630:1,7:49735:1,
50223,45-3|瑶池仙堡,,45,1,39章|徐州,20,1,111,60,3450,11616,friend184,198700,4553,,,,39,1,,,0,10,50223,xiuxian_enemy007_b,0,,7:49736:7|7:49784:7|7:49064:1,7:49736:1|7:49784:1|7:49631:1,7:49736:1,
50224,45-4|青霞仙子,,45,1,39章|徐州,20,1,111,60,3463,11618,friend126,199476,4599,,,,39,1,,,0,10,50224,xiuxian_enemy004_b,0,,7:49737:7|7:49784:7|7:49064:1,7:49737:1|7:49784:1|7:49632:1,7:49737:1,
50225,45-5|事不宜迟,,45,1,39章|徐州,20,1,111,60,3477,11619,friend156,200252,4645,,,,39,1,,,0,10,50225,xiuxian_enemy018_b,0,,14:14011204:1|7:49034:450|7:49064:3,7:49034:1|7:49784:1|7:49629:1,7:49034:1,
50226,46-1|立马动身,,46,1,39章|徐州,20,1,121,60,3490,11620,friend161,201027,4691,,,,39,1,,,0,10,50226,xiuxian_enemy005_b,0,,7:49734:7|7:49784:7|7:49064:1,7:49734:1|7:49784:1|7:49630:1,7:49734:1,
50227,46-2|仙堡规矩,,46,1,39章|徐州,20,1,121,60,3504,11621,friend163,201803,4738,,,,39,1,,,0,10,50227,xiuxian_enemy006_b,0,,7:49735:7|7:49784:7|7:49064:1,7:49735:1|7:49784:1|7:49631:1,7:49735:1,
50228,46-3|三重试炼,,46,1,39章|徐州,20,1,121,63,3517,11622,friend175,202579,4785,,,,39,1,,,0,10,50228,xiuxian_enemy007_b,0,,7:49736:7|7:49784:7|7:49064:1,7:49736:1|7:49784:1|7:49632:1,7:49736:1,
50229,46-4|寒焰不灭,,46,1,40章|西安,20,1,121,63,3530,11627,friend177,203354,4833,,,,40,1,,,0,10,50229,xiuxian_enemy004_b,0,,7:49737:7|7:49784:7|7:49064:1,7:49737:1|7:49784:1|7:49629:1,7:49737:1,
50230,46-5|赤冰不化,,46,1,40章|西安,20,1,121,63,3544,11628,friend095,204130,4881,,,,40,1,,,0,10,50230,xiuxian_enemy019_b,0,,14:14021204:1|7:49034:460|7:49064:3,7:49034:1|7:49784:1|7:49630:1,7:49034:1,
50231,47-1|灵识不屈,,47,1,40章|西安,20,1,121,63,3557,11629,friend186,204905,4930,,,,40,1,,,0,10,50231,xiuxian_enemy001_b,0,,7:49734:7|7:49784:7|7:49064:1,7:49734:1|7:49784:1|7:49631:1,7:49734:1,
50232,47-2|堡主出关,,47,1,40章|西安,20,1,121,63,3571,11630,friend185,205681,4979,,,,40,1,,,0,10,50232,xiuxian_enemy002_b,0,,7:49735:7|7:49784:7|7:49064:1,7:49735:1|7:49784:1|7:49632:1,7:49735:1,
50233,47-3|答应医治,,47,1,40章|西安,20,1,121,63,3584,11631,friend187,206457,5029,,,,40,1,,,0,10,50233,xiuxian_enemy008_b,0,,7:49736:7|7:49784:7|7:49064:1,7:49736:1|7:49784:1|7:49629:1,7:49736:1,
50234,47-4|愿为护法,,47,1,40章|西安,20,1,121,63,3598,11632,friend151,207232,5079,,,,40,1,,,0,10,50234,xiuxian_enemy009_b,0,,7:49737:7|7:49784:7|7:49064:1,7:49737:1|7:49784:1|7:49630:1,7:49737:1,
50235,47-5|情愫暗生,,47,1,40章|西安,20,1,121,63,3611,11633,friend111,208008,5130,,,,40,1,,,0,10,50235,xiuxian_enemy017_b,0,,14:14031204:1|7:49034:470|7:49064:3,7:49034:1|7:49784:1|7:49631:1,7:49034:1,
50236,48-1|元气大伤,,48,1,41章|漠北,20,1,131,63,3625,11636,friend143,208784,5181,,,,41,1,,,0,11,50236,xiuxian_enemy003_b,0,,7:49734:7|7:49784:7|7:49064:1,7:49734:1|7:49784:1|7:49632:1,7:49734:1,
50237,48-2|堡主心意,,48,1,41章|漠北,20,1,131,63,3638,11637,friend145,209559,5233,,,,41,1,,,0,11,50237,xiuxian_enemy010_b,0,,7:49735:7|7:49784:7|7:49064:1,7:49735:1|7:49784:1|7:49629:1,7:49735:1,
50238,48-3|情缘难了,,48,1,41章|漠北,20,1,131,63,3652,11638,friend146,210335,5285,,,,41,1,,,0,11,50238,xiuxian_enemy011_b,0,,7:49736:7|7:49784:7|7:49064:1,7:49736:1|7:49784:1|7:49630:1,7:49736:1,
50239,48-4|要事在身,,48,1,41章|漠北,20,1,131,63,3665,11639,friend159,211111,5338,,,,41,1,,,0,11,50239,xiuxian_enemy012_b,0,,7:49737:7|7:49784:7|7:49064:1,7:49737:1|7:49784:1|7:49631:1,7:49737:1,
50240,48-5|定不相忘,,48,1,41章|漠北,20,1,131,66,3679,11640,friend167,211886,5391,,,,41,1,,,0,11,50240,xiuxian_enemy020_b,0,,14:14041204:1|7:49034:480|7:49064:3,7:49034:1|7:49784:1|7:49632:1,7:49034:1,
50241,49-1|丁隐相助,,49,1,41章|漠北,20,1,131,66,3692,11641,friend179,212662,5445,,,,41,1,,,0,11,50241,xiuxian_enemy013_b,0,,7:49734:8|7:49784:8|7:49064:1,7:49734:1|7:49784:1|7:49629:1,7:49721:1,
50242,49-2|青云平步,,49,1,41章|漠北,20,1,131,66,3706,11642,friend182,213437,5499,,,,41,1,,,0,11,50242,xiuxian_enemy014_b,0,,7:49735:8|7:49784:8|7:49064:1,7:49735:1|7:49784:1|7:49630:1,7:49721:1,
50243,49-3|及时赶到,,49,1,42章|东瀛,20,1,131,66,3719,11645,friend143,214213,5554,,,,42,1,,,0,11,50243,xiuxian_enemy015_b,0,,7:49736:8|7:49784:8|7:49064:1,7:49736:1|7:49784:1|7:49631:1,7:49721:1,
50244,49-4|扭转战局,,49,1,42章|东瀛,20,1,131,66,3732,11646,friend145,214989,5610,,,,42,1,,,0,11,50244,xiuxian_enemy016_b,0,,7:49737:8|7:49784:8|7:49064:1,7:49737:1|7:49784:1|7:49632:1,7:49737:1,
50245,49-5|反败为胜,,49,1,42章|东瀛,20,1,131,66,3746,11647,friend146,215764,5666,,,,42,1,,,0,11,50245,xiuxian_enemy021_b,0,,14:14011304:1|7:49034:490|7:49064:3,7:49034:1|7:49784:1|7:49629:1,7:49034:1,
50246,50-1|青云重整,,50,1,42章|东瀛,20,1,141,66,3759,11648,friend159,216540,5723,,,,42,1,,,0,11,50246,xiuxian_enemy005_b,0,,7:49734:8|7:49784:8|7:49064:1,7:49734:1|7:49784:1|7:49630:1,7:49734:1,
50247,50-2|长老告诫,,50,1,42章|东瀛,20,1,141,66,3773,11649,friend167,217316,5780,,,,42,1,,,0,11,50247,xiuxian_enemy006_b,0,,7:49735:8|7:49784:8|7:49064:1,7:49735:1|7:49784:1|7:49631:1,7:49735:1,
50248,50-3|七星连珠,,50,1,42章|东瀛,20,1,141,66,3786,11650,friend179,218091,5838,,,,42,1,,,0,11,50248,xiuxian_enemy007_b,0,,7:49736:8|7:49784:8|7:49064:1,7:49736:1|7:49784:1|7:49632:1,7:49736:1,
50249,50-4|仙界大难,,50,1,42章|东瀛,20,1,141,66,3800,11651,friend182,218867,5896,,,,42,1,,,0,11,50249,xiuxian_enemy004_b,0,,7:49737:8|7:49784:8|7:49064:1,7:49737:1|7:49784:1|7:49629:1,7:49737:1,
50250,50-5|天命之子,,50,1,43章|西域,20,1,141,66,3813,11654,friend181,219643,5955,,,,43,1,,,0,11,50250,xiuxian_enemy018_b,0,,14:14021304:1|7:49034:500|7:49064:3,7:49034:1|7:49784:1|7:49630:1,7:49034:1,
50251,51-1|血神来历,,51,1,43章|西域,20,1,141,66,3827,11655,friend021,220418,6015,,,,43,1,,,0,11,50251,xiuxian_enemy005_b,0,,7:49734:8|7:49784:8|7:49064:1,7:49734:1|7:49784:1|7:49631:1,7:49734:1,
50252,51-2|血神经,,51,1,43章|西域,20,1,141,69,3840,11656,friend022,221194,6075,,,,43,1,,,0,11,50252,xiuxian_enemy006_b,0,,7:49735:8|7:49784:8|7:49064:1,7:49735:1|7:49784:1|7:49632:1,7:49735:1,
50253,51-3|妄造杀业,,51,1,43章|西域,20,1,141,69,3854,11657,friend017,221969,6136,,,,43,1,,,0,11,50253,xiuxian_enemy007_b,0,,7:49736:8|7:49784:8|7:49064:1,7:49736:1|7:49784:1|7:49629:1,7:49736:1,
50254,51-4|以血为媒,,51,1,43章|西域,20,1,141,69,3867,11658,friend024,222745,6197,,,,43,1,,,0,11,50254,xiuxian_enemy004_b,0,,7:49737:8|7:49784:8|7:49064:1,7:49737:1|7:49784:1|7:49630:1,7:49737:1,
50255,51-5|誓灭血神,,51,1,43章|西域,20,1,141,69,3881,11659,friend023,223521,6259,,,,43,1,,,0,11,50255,xiuxian_enemy019_b,0,,14:14031304:1|7:49034:510|7:49064:3,7:49034:1|7:49784:1|7:49631:1,7:49034:1,
50256,52-1|宴席终散,,52,1,43章|西域,20,1,151,69,3894,11660,friend045,224296,6322,,,,43,1,,,0,11,50256,xiuxian_enemy001_b,0,,7:49734:8|7:49784:8|7:49064:1,7:49734:1|7:49784:1|7:49632:1,7:49734:1,
50257,52-2|丁隐赠剑,,52,1,44章|中亚,20,1,151,69,3907,11663,friend019,225072,6385,,,,44,1,,,0,11,50257,xiuxian_enemy002_b,0,,7:49735:8|7:49784:8|7:49064:1,7:49735:1|7:49784:1|7:49629:1,7:49735:1,
50258,52-3|义结金兰,,52,1,44章|中亚,20,1,151,69,3921,11664,friend022,225848,6449,,,,44,1,,,0,11,50258,xiuxian_enemy008_b,0,,7:49736:8|7:49784:8|7:49064:1,7:49736:1|7:49784:1|7:49630:1,7:49736:1,
50259,52-4|终须一别,,52,1,44章|中亚,20,1,151,69,3934,11665,friend005,226623,6513,,,,44,1,,,0,11,50259,xiuxian_enemy009_b,0,,7:49737:8|7:49784:8|7:49064:1,7:49737:1|7:49784:1|7:49631:1,7:49737:1,
50260,52-5|魔教总舵,,52,1,44章|中亚,20,1,151,69,3948,11666,friend021,227399,6578,,,,44,1,,,0,12,50260,xiuxian_enemy017_b,0,,14:14041304:1|7:49034:520|7:49064:3,7:49034:1|7:49784:1|7:49632:1,7:49034:1,
50261,53-1|万妖路,,53,1,44章|中亚,20,1,151,69,3961,11667,friend019,228175,6644,,,,44,1,,,0,12,50261,xiuxian_enemy003_b,0,,7:49734:8|7:49784:8|7:49064:1,7:49734:1|7:49784:1|7:49629:1,7:49734:1,
